Film Name,Year,Duration,Ratings,Number of Rators,Summary,Votes
3917. Meri Jung Ka Elaan,2000,,5.4, (28),"Durga lives a poor lifestyle in Rajapur along with her brother, Kishan. She is of marriageable age and Kishan arranges her marriage with her childhood sweetheart, Shankar Singh and goes to the Singh residence to confirm this. After this confirmation while returning home he is shot dead by a bandit Gadar Singh. Before this news reaches Durga, she is gang-raped by four men, Jagawar, Ranjit, Baktawar, and Dilawar. Then she gets the devastating news of Kishan's death. Then she is sexually molested by Gadar. A kind-hearted bandit and former Fauji in the Indian Army, takes pity on her, inducts her in his gang, teaches her self-defense, and Durga, in turn, darkens her face and swears never to wash it until and unless she kills all five of her molesters. Things take a turn for the worst when Shankar Singh, who is a Police Inspector, takes charge and decides to bring Ajit and Durga's vengeance to a abrupt halt. Betrayed by one of his own bandits, Rajju, the brother of bandit Ganga, Ajit is arrested and held in a cell. Now Durga is alone once again and this time she is pitied against the Police, her five molesters, as well as a vengeful Ganga, who wants Shankar for himself.",28
3918. Khauff,2000,2h 4m,4.5, (417),"An assassin is sent to kill the witness from testifying against the killers. In the process, the assassin falls in love with the witness.",417
3919. Dhokha,2007,1h 57mNot Rated,6.3, (499),A police officer becomes a terrorist suspect after a deadly bombing at a club.,499
3920. Banarasi Babu,1997,2h 6mNot Rated,4.2, (288),"Wealthy business, Chaubey, his wife, Lily, and daughter, Madhubala, return from Britain in order to visit India and find a suitable groom for Madhubala. They are met at the airport by Vikram, who would like to marry Madhubala. Though Lily fully approves of Vikram, Chaubey dislikes him instantly. They travel to the small town where Chaubey was born, and meet with Gopi. Gopi and Madhubala take an instant liking to each other, and get married. While Chaubey approves of this marriage, Lily does not. Lily gets together with Vikram and sets about to plot separating the newly married couple. She may not ply her skills as they are incompatible in every possible way, and may not need any help from anyone outside in order to break up this marriage.",288
3921. Little Box of Sweets,2006,,6.7, (61),"Set in a country coming of age, Little Box Of Sweets is a simple love story about a young girl's journey to fight for her dreams and the love of the man who inspired her!

A little village in North India is Asha's (Meneka Das) world. Whatever she knows and wants is right here in her humble existence with her grandparents and soul mate Lalli (Sheenu Das).

Then Seth (Joe Anderson) comes along, the handsome son of an Indian Commissioner (Rahul Vohra) and Sheila (Helena Michell), the beautiful daughter of a British missionary. Seth and Asha's common love for poetry draws them closer - awakening Asha to a dream to be more like him and strive for a better future....But it comes as at a price.....",61
3922. Kala Pani,1980,2h 6mNot Rated,6.1, (23),I think it was thrilling and horor cartoon series,23
3923. Jawani Ki Pyas,1987,,N/a,,N/a,N/a
3924. Peddlers,2012,1h 56m,6.9, (100),"Peddlers tells the story of a young drug peddler (Siddharth Menon), a young immigrant mother facing a fatal disease (Kriti Malhotra) and a corrupt cop (Gulshan Devaiah).",100
3925. Shikaar,2000,2h 15mNot Rated,3.9, (44),"Sree Nath falls in love with a poor woman and both get intimate, resulting in her getting pregnant. When the time comes for Sree to marry her, he renounces her and instead marries the daughter of wealthy Mr. Saxena. She gives birth to a boy, Vikram, and shortly thereafter passes away. Sree's step-brothers, Badri and Kedar, move in with Sree, and soon his health starts to deteriorate. They hire a nurse to look after him, but he keeps on getting worse. Then he gets more bad news when the police inform him that Vikram has killed an orphanage manager and is on the run from the police. Then a policeman is killed and CBI Inspector Tirandaz is assigned to track Vikram and he does arrest Vikram, who denies ever killing anyone. Then finally a clue emerges - the killer is wearing a false eye. The doctor who has performed this surgery is Dr. Philips, but he too is killed before Tirandaz can get to him, and the person who was with the doctor is none other than Vikram himself. The question remains: Is Vikram telling the truth? If yes, who is the real killer, and what exactly was his/her motive in framing Vikram?",44
3926. Kitaab,1977,2h 4mNot Rated,7.9, (241),"A young boy lives with his sister away from his mother to study in school. However, he is neither fond of the school nor his new home and decides to run away to be with his mother.",241
3927. Elaan,1994,2h 26mNot Rated,5.1, (931),"When ACP Ramakant's elder son is killed, his attempts to find justice the legal way meet little success. His younger son, Vishal, decides to take the law into his own hands.",931
3928. Chor Machaye Shor,1974,2h 19mNot Rated,6.1, (177),"Vijay, who loves Rekha, is framed by her father for a crime he did not commit. However, he escapes from prison to prove his innocence and reunite with his lover.",177
3929. Shama,1981,,6.8, (26),"Widower Nawab Yusuf Khan lives a wealthy lifestyle in Sultanpur, British India, along with his school-going son, Shahnawaz, and a college-going brother, Aslam, When he finds out that Aslam has fallen into wrong company and is frequenting a courtesan by the name of Pheroza, he gets him to return home and arranges his marriage with Shama, who is the only daughter of Maulvi Karrimudin. On the day of the marriage, Aslam runs away, elopes and gets married to Pheroza. A devastated Karrimudin passes away, leaving his wife and Shama destitute and dependent on Mehrunisa. Aslam returns home along with Pheroza, her mom, Nadira, maternal uncle, Dilawar, and a servant, Lathan. When Shahnawaz starts to take interest in the courtesan's way of life, a disturbed Yusuf gets him enrolled in a far-off hostel, leaves the house, and wanders aimlessly until he meets with his aunt, Mehrunisa, who talks him into getting married to Shama, which he does and brings her home. On Shama's insistence, he brings Shahnawaz home also, the trio get along well with each other much to Aslam's displeasure amidst India's independence, Shahnawaz excels in his studies and gets an award from the Governor. Little does Yusuf know that their idyllic lifestyle will be shattered when a sudden death and a homicide takes place in their household, and Shama will be accused of having an illicit relationship with Prakash Ghosh.",26
3930. Chhupa Rustam,1973,,7.0, (98),"The Government of India had granted Rs.50,000/- to Prof. Harbanslal to conduct a study in the mountains bordering Tibet with India, called the Nangla Project. Harbanslal is sure that within these ice-caped mountains lies an entire temple made of pure gold. When Vikram Singh and his son, Bahadur, find out about the Nangla Project, they abduct Harbanslal in order to force him to reveal the exact location of this temple, in vain though and end up killing him. Having failed in this venture, they kidnap the wife and son of multi-millionaire Rajendra Jain and demand that he get Bahadur married to his daughter, Ritu. Rajendra discusses this matter with Ritu, and Ritu is ready and willing to do anything for her mother and brother. Rajendra hesitates, and soon he receives his wife's thumb in the mail. Losing no time, Rajendra and Ritu make arrangements for the marriage and communicate accordingly with the kidnappers. Soon a wedding date is fixed, however, things do not go as planned as Ritu is abducted by a man called Natwarlal and taken to his hideout. While driving there, their car breaks down and they are forced to take a lift from Jimmy Fernandes, albeit at gunpoint. Jimmy drops them off at an isolated spot, leaving Natwarlal to work out the details of getting the ransom money from Rajendra. Before that could happen, Jimmy shows up and abducts Ritu. With his wife and son still held captive with Vikram and his son, Rajendra is at his wits' end as to whose life he should give priority to. Watch as events unfold to show what exactly was the motive in Ritu's multiple abductions, who is benefit by these incidents, and it's connection with the Nangla Project.",98
3931. Karunamayudu,1978,2h 40m,7.9, (50),A 160-minute version of the life of Jesus Christ filmed entirely with a cast and crew of Christian Indians in India.,50
3932. Kasak,2005,1h 47m,4.6, (70),"Amar, a naïve nurse, is divorced by his wife, leaving him homeless and penniless. Determined to win back her affections, he takes on various odd jobs with the aim of building a fortune that will attract her attention.",70
3933. Khazanchi,1941,2h 51m,7.2, (32),A cashier faces false allegations for killing an actress. So he need to prove his innocence.,32
3934. The Last Tiger,1983,1h 25m,N/a,,Drama showcasing the plight of the Tigers in India.,N/a
3935. Ek Bar Mooskura Do,1972,,6.4, (29),Dilip and Ashok are childhood friends.Ashok is a rich business man while Dilip is doing odd jobs.Dilip falls in love with Mala and both want to get married soon.Mala's father tells Dilip that to marry his daughter he should reach their status.Dilip works hard and earns name and fame.But upon his return he is shocked to see Mala is already married to Ashok.,29
3936. Mirch,2010,1h 45m,6.5, (963),A story-writer attempts to convince a producer to accept four erotic stories from the Panchtantra.,963
3937. Jo Bole So Nihaal,2005,2h 5m,3.7, (773),An international terrorist is hired to assassinate the U.S. President.,773
3938. Pyar Ka Devta,1990,2h 28mNot Rated,3.5, (151),"After the death of their parents, Vijay takes it upon himself to look after his sisters Sharda, Sujata and Sangeeta until they became old enough to take care of the house while working as a mechanic. After attaining adulthood Vijay gets Sharda married to Inspector Arun; while Sujata gets married to Advocate Gopal and Sangeeta gets to marry her boyfriend. The sisters would like Vijay to marry and when they find out that he is in love with Radha, they are all overjoyed. But their joy turns to shock and disbelief when Arun arrests Vijay for raping his sister, Mohini. When he is brought before Chief Justice Saraswati Manohar Rai, Vijay accepts his guilt, leaving one to question as to why Vijay carried out this heinous crime on Arun's sister and what was the motive behind his actions.",151
3939. Veer Savarkar,2001,2h 45m,7.7, (211),"The film incorporates the touching events in the life of Vinayak Damodar Savarkar - a great revolutionary, a political prophet and a born poet. The film depicts various important events in his chequered life.",211
3940. Heera Panna,1973,,6.3, (259),During Raja Sahib's party a priceless diamond is stolen by Panna and his aide Kamal.Also present at the party is Heera a photographer currently working on a assignment of bikini models Panna hides the diamond in petrol tank of his car.Heera while driving from the party recollects his past and lives with guilt that his love Reema died because of him.Panna and Kamal are following Heera where she manages to enter Heera's car by pretending that Kamal was molesting her.Heera finds that Panna wants to be a model and starts clicking her pictures but notices that Panna is not whom she claims and after comforting she revels the truth. Panna was forced to steal the diamond by her boyfriend Anil who has left her pregnant and will marry her only if she steals the diamond.Heera also finds that Panna is sister of Reema who often spoke about her.Besides Anil there is Johri and many other con man who want the diamond.Heera must now not only save the diamond but also Panna.,259
3941. Jamai Raja,1990,,5.3, (623),"The conflict between Mother-in-law and Daughter-in-law is very common in every family. But in our exemplary story, there is a conflict between Mother-in-law and Son-in-law. Millionaire Durgeshwari Devi is a very stubborn and proud lady. She has two sons, who are employed in her factory. Her pet daughter Rekha is studying in a medical college in Bombay. Everybody is scared of Durgeshwari in the house. In Raja's house, his mother Devki and his adopted sister Indu are staying. They are poor people. Raja is trying for a job. It is a co-incidence that he falls in love with Rekha. When this news is conveyed to Durgeshwari by her Secretary Shakti, she get enraged. Raja marries Rekha secretly. Durgeshwari has to accept Raja as her son-in-law and invites him along with her daughter to stay in her house. But it is her keen desire that Rekha must be separated from Raja and she tries her best to create hatred between them. But truth prevails. During the events that are unfolded, Durgeshwari finally accepts Raja as her son-in-law.",623
3942. Pondicherry,2022,1h 53m,6.9, (132),"Nikita and her eight-year-old son, Ishan, stay in an old family villa in Pondicherry where she runs a home-stay for travelers. A mysterious man with an agenda arrives at Nikita's home-stay, giving all their lives an unexpected twist.",132
3943. Zahoor,N/a,,N/a,,N/a,N/a
"3944. Natkhat Hindi Dubbed Movie | Aashish Raj, Rukshar Dhillon, Pradeep Rawat",2020,,N/a,,N/a,N/a
3945. Aatank,1996,1h 53m,3.6, (122),"Jesu and Peter are childhood friends who live in a coastal village in India and depend on fishing as their livelihood. The community is oppressed by a powerful gangster named Alphonso. Jesu is an orphan, while Peter is brought up by his aunt and uncle, after the passing away of his mom. The community is all thrilled when Phillips finds black pearls off the coast. But then so does Alphonso, who asks his divers to get all the pearls, thus disturbing the ocean. Peter meets with Suzy D'Silva and they fall in love with each other, and get married. While enjoying a quiet swim on the sea-shore, Suzy disappears. A search is carried out, and a number of human body parts are recovered. With shock and horror this community finds that their livelihood is being threatened by a gigantic, virtually undestructible man-eating shark.",122
3946. Natak,1975,,5.9, (13),Two college friends Asha and Sunita are on verge to complete their dreams and on right track .But Asha's marriage gets arranged she asks favor from Sunita to pretend to be herself in front of her fiance.Sunita decides to help Asha and meets her fiance but later things go out of control when Asha asks Sunita to marry her fiance.,13
3947. Veera,1994,4h,6.6, (703),"A talented musician from a village migrates to a city, becomes popular and marries the daughter of a music company owner. But then his first wife, whom he presumed dead, turns up and his life becomes complicated.",703
3948. Jhutha Sach,1984,,6.1, (60),"After the passing away of his wife (Sunita), Vijay brings up his two children, Bhishan and Charudatta, who want him to re-marry, and go around selecting a mother. They pick on Alka, who is a stage singer, and lives alone as a paying guest. Vijay and Alka approve of each other, get married, and go for a honey-moon. On the way back Vijay drives too fast, has an accident, and is killed. Alka does not have the courage to tell the children, so she hires Vijay's look-alike, a dreaded bandit and killer, Tiger, who agrees to impersonate Vijay for 30 days, make the kids hate him, then leave forever - for a sum of 3 Lakh rupees. Things do go according to plan, and the children do start hating their dad. But on the 30th day, Alka receives a phone call that the children have been kidnapped and the kidnapper is demanding a sum of 25 Lakh rupees. Watch and find out who abducted the children, and whether or not Tiger had a hand in this.",60
3949. Zakhmi Aurat,1988,2h 12m,6.2, (80),"This Dimple Kapadia starrer, inspired by the X-rated thriller 'I spit on your grave'; centered around a woman police officer who is gang raped in gruesome fashion - her ripped off jeans flung on the fan as testimony to the ghastly act taking place below. In the film the victim's (Dimple) trust in the judicial system is shattered when despite her testimony, justice is denied to her. She decides to punish the rapists by forming a gang of wronged women and the modus operandi is to first identify the rapists, trap him and then castrate him. The film was generously sprinkled with explicit scenes falsifying the claim of the filmmaker of an anti-rape film. Watch what happens with the court case..will she get her justice?",80
3950. Salaami,1994,2h 28m,7.0, (72),Vijay (Ayub Khan) is an honest young army cadet who finds himself battling the corrupt police department after he comes across evidence that could put Superintendent Gautam (Goga Kapoor) behind bars. And he also put himself in a situation which is all set for a conflict between the police and the army.,72
"3951. Karma, Confessions and Holi",2009,1h 50m,2.9, (145),"The film is based on the inner conflicts of relationships, which hitherto never spoken earlier, but in a festive atmosphere of Holi, each one loses the inhibitions. The relationships eventually come out stronger.",145
3952. The Last Prank,1h 2,0m,5.7, (7),"A famous youtuber, planning a proposal for her reel to real partner Meera. Places camera's to surprise and record her reaction for there beloved fans. Turns out to become all graved with murdered emotions ridding by. The Last Prank, based on how fate run from vicious circle of conviction leads an infamous prankster Rohan ending his camera journey forever.",7
3953. Tatkshan,N/a,,N/a,,"Tatkshan is a brutal story of grit and indomitable spirit of Sub Inspector Harshvardhan Dubey,UP Police,who comes across mutilated unidentified human body in Lucknow.Investigating the case layer by layer leads to many shocking revelations.",N/a
3954. Zalzala,1988,2h 49mNot Rated,6.3, (105),"Treasure hidden in an abandoned Shiva temple attracts both good and evil characters to it, but can they retrieve the priceless gold and jewels before the earthquake (Zalzala) hits?",105
3955. Pyaara Dushman,1980,,4.2, (23),Shiva decides to give his criminal life and marry a dancer Seema.But his past still haunts him forcing him to take back the criminal life.,23
3956. Katilon Ke Kaatil,1981,3h 19m,6.1, (121),"A wealthy woman faces trauma when her husband is killed, and both her young sons abducted. She spends years looking for them, until one day she comes across a young man named Munna, who is wearing a family heirloom around his neck. She accepts him as her son, and takes him to live with her in her palatial house. Then she comes across another young man, Ajit, and accepts him as her elder son. Satisfied that she has both her sons back, she shows Ajit her priceless treasures, which are kept in a vault, and the combination to open the vault. What this lady does not know that neither of these young men are her sons, and their presence in her house is merely to loot the treasure from the vault.",121
3957. Ab Tak Chhappan 2,2015,1h 46mNot Rated,5.8, (1.5K),A retired policeman returns to his job to fight a crime wave that was once responsible for leaving his son without a mother.,"1,508"
3958. Dahshat,1981,,5.8, (82),"Dr. Vishal is working on animal attributes and wants to assimilate their abilities in human body making a superhuman, one night enraged Mrs Vishal, injects a deadly animal serum into his body, and its at this point the real horror starts.",82
3959. Love U... Mr. Kalakaar!,2011,2h 32mNot Rated,5.5, (479),The only daughter of a wealthy businessman falls in love with a middle-classed underemployed artist.,479
3960. Aaj Ke Angaarey,1988,2h 8m,5.2, (29),"Priya is a school-teacher in Love Dale High School, and has approximately 11 children in her classroom. One day they decide to participate in a inter-school competition and travel out of town. Their bus is stopped by a group of masked men, and all of them are taken captive, held for ransom in an isolated location. Priya and the children manage to escape, but are caught and imprisoned in an underground cave. Through a snake-hole they manage to escape, this time aided by one of the masked men, and find shelter with a kind-hearted Forest Officer Ranjit Singh and his wife Jaswanti. The masked bandits follow them, locate them, kill the masked man, Jaswanti and Ranjit Singh, finally managing to entrap them. Looks like all ways of escape are closed to Priya and her school-children, and they may be taken, held hostage until the bandits receive their ransom, and thereafter possibly get killed.",29
3961. Daag: The Burning Fire,2002,,7.6, (43),N/a,43
3962. Naiyya,1979,1h 56mNot Rated,7.2, (26),"Lakhipur is a small community along the river bank of Ganga, where Sonu lives with his ailing mother. One day he rescues a woman named Geeta and brings her home with him. He and his mom look after her while she recuperates and find out that she comes from a wealthy family. When she gets better, he takes her home, only to find out that she is no longer welcome there by her paternal uncle and his wife, Ramkali. His mom agrees to let her live with them, and would like them to get married, but passes away before that could happen. They end up getting shunned by the by the entire community - until Sonu agrees to find a suitable groom for Geeta. He does find one in a doctor, who arrives to treat plague-ridden patients. The doctor agrees to marry Geeta, but on the day of the marriage - does not show up. A distraught Sonu must now find why the doctor did not fulfill his promise - in the midst of the community threatening to boycott him and possibly burning his brand new boat.",26
3963. Tarkieb,2000,2h 36mNot Rated,5.0, (288),A CID inspector tries to crack the murder case of a young woman.,288
3964. NCR: Chapter One,2021,1h 5m,8.4, (51),NCR: Chapter One is an Indie Feature Film directed by Saif Baidya Under the production of Yaariyan House of Creativity in association with Shabros Films.,51
3965. Shradhanjali,1981,2h 19m,7.6, (30),"Shraddha lives in Mahim, Bombay, with her widowed dad, younger school-going brother, Bittu; a step-brother and his wife, Rani. When her dad passes away, he leaves all the property in Bittu's name, which does not auger well with Rani and her husband. They lock Shraddha and Bittu in a room, refuse to feed them in order to force him to sign the papers. Both manage to escape, but Bittu is killed when boiling oil falls on his body. An unconscious Shraddha is rescued by her long-time boyfriend, Amit Kumar, who takes her to a hospital, and after she recovers, gets married to her. She is welcomed in the Kumar residence, which consists of Geeta, Amit's mom, and Raju, Amit's school-going brother. Raju welcomes Shraddha initially, but begins to hate her when she becomes pregnant. Then a business rival, Laxmi Narayan, breaks into their house in order to steal money. Both Geeta and Amit are killed when they try to stop him. Now widowed and completely devastated but determined Shraddha aborts her child so that she can look after Raju. Years later, Raju has grown up and is now assisting Shraddha in the family business, which was originally Shraddha Construction, but is now called Geeta Construction. Raju meets and falls in love with Nita. Shraddha approves of her and subsequently arranges their marriage, despite of the fact that she is Laxmi Narayan's daughter. It is after the marriage that Nita will accuse Shraddha of having a affair with her husband, while Shraddha will find out that Nita who is not who she claims to be, as she is not Laxmi Narayan's daughter - but has an altogether different relationship with him.",30
3966. It Happens That Way Too: Part II,2003,2h 17m,7.4, (794),"Revolves around a hapless copywriter torn between his crazy police officer fiancee and his new best friend, a hit man who inadvertently involves him underworld.",794
3967. Udhaar Ki Zindagi,1994,,5.3, (161),"Sitaram runs his family in an authoritarian manner. He has planned the marriage of his son, Vasudev, only to be told that Vasudev loves another woman, Suman, who he plans to marry. Sitaram tells his son to forget about his love, and marry the woman he has chosen for him. Vasudev instead marries Suman, and brings her home to introduce her to to his family. While the rest of the family welcome Suman, Sitaram makes it clear that she is not welcome. Shortly thereafter Vasudev and Suman leave the household and re-locate to the U.S. Several years later, Sitaram receives a letter informing him that Vasudev and his family will be coming to visit them in India. Sitaram looks forward to seeing his son and his family after all these years. He is enraged when he finds that the only one sent to visit him is Sita, his granddaughter, and the excuse for Vasudev and Suman not attending is that ""they are busy"". Old wounds surface, and Sitaram will have nothing to do with his granddaughter, who has brought a special gift for her granddad, from her dad. But Sitaram will not accept this gift, until and unless his son himself comes to deliver it to him, and it is then he comes to know the truth behind his son's absence.",161
3968. Mehbooba,2008,2h 43m,3.8, (412),"After dreaming of a beautiful girl for over 8 years, Budapest-based but born in Rajasthan, Karan, finally gets to meet her in the shape and form of Varsha, who happens to be the foster daughter of his lawyer, Sahid. Karan is confident that Sahid will convince Varsha to marry him - little knowing that Varsha will not only refuse to marry but she also hates men, and had a parallel New York-based lifestyle as Payal Mehra.",412
3969. Kitne Door... Kitne Paas,2002,2h 26mNot Rated,4.5, (345),"Jatin and Karishma, who meet each other on a plane to India, are set to marry the partners chosen by their respective parents. However, they find themselves attracted to each other.",345
3970. Jhooth Bole Kauwa Kaate,1998,2h 28m,5.7, (865),"Abhyankar (Amrish Puri) is an orthodox head of his family, a retired police officer, he has values which he wants his family to also uphold. As a result of his values, his daughter is unable to be forthright and is unable to introduce the young man (Anil Kapoor) she loves, and concocts a scheme whereby her father would approve of her lover. What results is quite hilarious.",865
3971. Yeh Dil Aashiqanaa,2002,2h 32m,4.4, (337),"Yeh Dil Ashiqana is the story of Karan and Pooja who are studying in the same college in Poona. They meet and fall in love and their romance progresses without any problems until one day while going to her brother's house in Mumbai. Pooja's flight is hijacked by a group of terrorists following the arrest of their leader Ashraf-UL-haq malik. Ironically this hijack has been engineered by Pooja's brother Vijay Varma who is league with the terrorist head Akhmash Jalal. Vijay is unaware of the fact that his beloved sister Pooja is on board the same flight. When he realizes this, he is unable to do anything as Akhmash forbids him from doing anything that would jeopardies their mission. Karan daringly risks his life and rescues Pooja and the other passengers thus making Akhmash and vijay his enemies. Akhmash is now out to kill Karan. Vijay refuses the marriage of Pooja and Karan. Pooja runs away with Karan; but they are followed and caught by Akhmash and his men and they are held captive in his den. Akhmash then tries to blackmail the Indian Government by demanding the release of his leader Ashraf-Ul-haq mallik as ransom for the lives of Karan and Pooja.",337
3972. Bye2,2020,48m,8.2, (80),"Story of boy and girl, how relationships change over a period of life and how hard is to say Bye sometimes when you want to end the relationship.",80
3973. Salma Pe Dil Aa Gaya,1997,2h 29m,6.0, (36),Two youngsters from conflicting Pathan tribes fall in love with each other and together face the wrath of their respective tribes.,36
3974. Do Dishayen,1982,2h 29mNot Rated,6.7, (27),"Do Dishayen is the story of a wealthy businessman played by Dharmendra, whose wife (Hema Malini) leaves him after the birth of their kid. When his kid craves for mother's love, Dharmendra mages to calm him down by lying about the whereabouts of his mother. One fine day, the kid walks into a store and finds a woman who looks exactly like his mother. He convinces her to come to his house but before he could introduce her to his father, she goes away. Watch the movie to find out the identity of this mystery woman? Watch the full movie Do Dishayen online, only on Eros Now",27
3975. Hum Dono,1995,2h 34m,6.1, (238),Vikram Sehgal (Alok Nath) a renowned businessman has two sons. The legitimate Vishal (Nana Patekar) and the illegitimate Raju (Rishi Kapoor). Vishal's uncle Shrichand (Mohan Joshi) and his friend Arjun Chaudhry murder Vikram Sehgal for his property. But he learns that Vikram had willed his assets to be divided equally among Raju and Vishal. Vishal has to bring Raju back to the house if he wants his share of property. But the journey back home is precarious for apart from the innumerable scraps between the two; they have face Shrichand's various attempts to murder them.,238
3976. Aakhri Khat,1966,2h 33m,7.4, (148),The illegitimate toddler son of a poor village woman and a city-based artist is lost on the streets of Bombay after his mother's untimely demise.,148
3977. Kala Bazar,1960,2h 43m,7.1, (325),"A man sells movie tickets on the black market, but starts to have a change of heart after he falls in love.",325
3978. The Threshold,2015,1h 27m,7.3, (77),"A North Indian couple, in their early 60s, at their mountain retreat. Their son has just gotten married, a reception has ended and all the guests have left. She chooses this moment to tell her husband that she is leaving. What follows is an endless day: the avalanche of this long-gathering decision and what it means to a decades-long relationship. Fragments of conversations, silence and chaos, as nostalgia mingles with menace and tenderness with cruelty. What will they succeed in rescuing against the landslide of memory and emotion?",77
3979. Shabnam,1993,2h 14mNot Rated,8.1, (12),Shabnam is an ambitious girl who wants to be a dancer. Her mother was also a great dancer but her father Tony is against it. Then comes Rahul in her life like a storm with a proposition to allow Shabnam to take part in dance competitions.,12
3980. Baga Beach,2013,1h 43m,6.5, (19),Five teenagers struggle to live in the commercialized world in the backdrop of Goan tourism. Their dreams and aspirations will change forever after one of them will be subjected to sexual abuse.,19
3981. Daulat Ki Jung,1992,2h 23mNot Rated,5.1, (915),Two young lovers elope to get married and get caught between two gangs searching for buried treasure.,915
3982. Kohra,1993,2h 53m,4.7, (33),"Sir John,Tinu and Peter Gonsalves are dreaded smugglers who are wanted by customs as well as police custom officer Kailashnath and IG Rathod are trying to nab them.Kailashnath's daughter Nisha and Rathod's nephew Anand study in same college and want to get married but Rathod insists that Anand first completes his police training.Jakarto a smuggler is carrying diamonds with him in a doll at the airport hands over to Deepak friend of Nisha while Jakarto gets arrested and is kidnapped by Tinu.While trying to retrieve diamonds from Nisha she looses her eyes while Tinu blasts some chemical bottles in a lab where she is hiding now she does not want to be a burden on Anand and makes him feel she loves Deepak after he returns from training .Anand is handed over the case to trace the smugglers while Tinu along with Jakarto and his gang enter Nisha's house and asks her about the diamonds which she is unaware of.",33
3983. Banda Singh,N/a,,N/a,,N/a,N/a
3984. Aao Khelein Gilli Danda,2021,,N/a,,N/a,N/a
3985. Ayee Milan Ki Bela,1964,2h 26m,6.5, (145),"Shyam works for Mr. Choudhry, and lives in a small village in India with his mother. Ranjeet, Shyam's childhood friend, returns from overseas, and all are overjoyed to see him back. Ranjeet and Shyam have a lot in common: Both are handsome, dedicated, pleasant and polite; Both share the same date of birth; and both also love the same woman, Barkha. It is the last similarity that causes friction between the two, so much so that Shyam is accused of impregnanting another woman, Roopa, and charged with stealing money.",145
3986. Phoonk 2,2010,1h 50mPG-13,3.1, (555),"While on vacation, children and their father are terrorized by their mother and wife respectively.",555
3987. Bhai Bhai,1970,,6.4, (29),"Deep Sharma lives a very poor lifestyle with his widowed mom, Radha, and a younger brother, Ashok, who he would like to become a Judge. Unable to fend for themselves in the small town, Deep relocates to Bombay, where he attempts to sell poetry, to no avail. Then he is asked to write stories about an imaginary bandit, Sangram Singh, which he agrees to do so under the pen name of his friend, Jani Babu. Shortly thereafter he gets very popular, so much so that his girlfriend, Lajwanti's dad, the former King Maheshwari Prasad, consents to let him marry his daughter. Then things get complicated when a bandit who calls himself Sangram Singh goes on a crime-spree throughout the region. The Police launch a man-hunt and their investigations take them to Jani Babu, and after questioning him, they find out that the writer is Deep. Before they could arrest Deep, Maheshwari is killed in his home, and the Police are notified that Deep is the killer - and the witness identifying Deep as the killer is none other than Lajwanti herself. The questions that come to mind are did Deep really kill Maheshwari; and has he been living a double life?",29
3988. Aao Pyaar Karen,1994,2h 21m,3.6, (231),"Wealthy Suraj lives in a palatial house with his mom Anjali, and dad. When the time comes for his marriage, his parents find him a suitable match, but he chooses a woman from a poor family, antagonizing her parents, who ask him to choose between them and the girl. Suraj chooses to stay with his wife and moves out. Years later, Suraj's dad passes away, leaving his wife alone to look after the business and the vast estate, and making her promise that she will never welcome Suraj, his wife, or any of their children into their home. Suraj and is wife tragically die in an accident, leaving behind their son Raja. One day Anjali receives a telegram informing her of Raja coming to stay with her. She instructs her employees not to let Raja inside the house, so Raja pitches a tent on her lawn and lives there, hoping one day to win her over and be invited into the house. Eventually, Anjali does welcome him with open arms. Since he's of marriageable age, she wants him to marry Sonu Rai, the beautiful young daughter of wealthy Sampat Rai. But Raja is in love with Chhaya, a servant in their household, which is unacceptable to Anjali. Over at Chhaya's house, her brother Shankar opposes her marriage with Raja and wants her to marry Maniram. Looks like history is all set to repeat itself as both Chhaya and Raja have sworn to marry each other and no one else.",231
3989. Hyderabad Nawabs,2006,1h 58m,6.7, (143),Two local boys fall in love with the girls of a local chicken shop vendor named Hanif. Hanif denies marriage and then the boys take help of a Local gangster Mama.,143
3990. Kaun Kitney Paani Mein,2015,1h 52m,6.8, (2.5K),"The film wryly expresses the changes in hierarchy, caste and the power equation when water, the most important resource, vanishes and how the oppressed become the oppressors. The story is told through two villages which were split based on caste and money but never through water. In the current situation, through reversals of fortune, the old world order has been broken and water becomes the biggest game changer. It has a domino effect on everything from social order to economics, even love and marriage. The film takes a satirical look at respect for resources, caste divides, and rural life against the backdrop of a traditional love story but all set in a realm where water is the new currency.","2,533"
3991. Made in India,N/a,,N/a,,N/a,N/a
3992. Aaya Toofan,1964,2h 8mNot Rated,5.9, (21),"After his father is killed by a bandit by the name of Bharat of Chandravan, Naagsen is crowned King, and he rules his kingdom along with his wife, Rani Kundala, and sister, Rajkumari Chanda. Naagsen is not satiated with Kundala, and has an affair with Dancer, Kala, who he houses in a palace of her own. When the King of Kamroo, who is also a magician, abducts Chanda, she is rescued by a brave warrior, Deepu, who asks Naagsen for her hand in marriage. Naagsen is displeased and asks for the bloodline of Deepu, and when he finds out that Deepu is the son of Bharat, he has him arrested and placed in the dungeon. But Chanda helps him escape as both have fallen in love with each other. Naagsen hatches a scheme with Kala, and as a result, Deepu is lured back into the palace, arrested, and jailed. Deepu's friend, Mallu, a snake charmer, manages to free Deepu, only to have him re-captured, jailed, blinded, and he, along with Chanda, banished from the kingdom. A Princess with no livelihood skills, and a blind man are not likely to survive very long - especially with the odds stacked very high against them.",21
